VisitNum,FieldNum,StationNum,VisitType,VisitDate,VisitYear,StationLength,DataSource,Project,SampleType,GPSFileName,LatLongNum,CollDate,CollTime,CollTimeDup,Spacing,ChanCon,SampleID,Comments,VisitResult,VisitResultReason,AssessmentStatus,AssessmentStatusReason,Flow,QHEI,FHR,MSHA,FishSampleCrew,HabitatCrew,DateEntered,VisitNumOld,Source,TapeDown
20040148,04LM056,1091050300,bugs,8/31/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4305,,
20040149,04LM057,-1335725659,bugs,9/1/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4306,,
20040150,04LM058,-389431036,bugs,8/24/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4307,,
20040151,04LM059,1089211861,bugs,8/17/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4308,,
20040152,04LM060,1088546071,bugs,8/25/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4309,,
20040153,04LM061,1090520352,bugs,8/18/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4310,,
20040154,04LM068,1897579583,bugs,8/17/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4311,,
20040155,04LM069,-591463378,bugs,8/23/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4312,,
20040156,04LM070,1092923679,bugs,8/30/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4313,,
20040157,04LM071,1092868196,bugs,9/7/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4314,,
20040158,04LM072,956172790,bugs,8/31/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4315,,
20040159,04LM076,1091640439,bugs,8/18/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4316,,
20040160,04LM077,1089670343,bugs,8/18/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4317,,
20040161,04LM079,1091710676,bugs,9/2/2004,2004,,MPCA,biocriteria,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4318,,
20040162,04LM080,1091827024,bugs,8/25/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4319,,
20040163,04LM081,1092754558,bugs,8/25/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4320,,
20040164,04LM082,1089673516,bugs,8/18/2004,2004,,MPCA,biocriteria,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4321,,
20040165,04LM083,-1493703734,bugs,8/18/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4322,,
20040166,04LM084,1466128136,bugs,8/18/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4323,,
20040167,04LM085,1834068656,bugs,8/17/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4324,,
20040168,04LM086,1088695075,bugs,8/17/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4325,,
20040169,04LM086,1088695075,bugs,9/7/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4326,,
20040170,04LM087,-1558455861,bugs,8/17/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4327,,
20040171,04LM088,-1235183379,bugs,8/30/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4328,,
20040172,04LM089,1092753978,bugs,8/30/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4329,,
20040173,04LM090,1090868469,bugs,8/17/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4330,,
20040174,04LM091,-495504266,bugs,8/20/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4331,,
20040175,04LM092,-1252821989,bugs,8/19/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,ChanCon by GIS,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4332,,
20040176,04LM092,-1252821989,bugs,9/21/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,ChanCon by GIS,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4333,,
20040177,04LM093,1856849949,bugs,9/1/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4334,,
20040178,04LM094,-1855618111,bugs,8/19/2004,2004,,MPCA,biocriteria,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4335,,
20040179,04LM095,1501543194,bugs,9/1/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4336,,
20040180,04LM096,1108164499,bugs,8/18/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4337,,
20040181,04LM096,1108164499,bugs,9/9/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4338,,
20040182,04LM097,1091051985,bugs,8/18/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4339,,
20040183,04LM098,1958496148,bugs,8/17/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4340,,
20040184,04LM099,1241695061,bugs,8/23/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4341,,
20040185,04LM099,1241695061,bugs,9/9/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4342,,
20040186,04LM100,746392971,bugs,8/19/2004,2004,,MPCA,biocriteria,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4343,,
20040187,04LM101,-1725544478,bugs,8/17/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4344,,
20040188,04LM102,1091472788,bugs,8/17/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4345,,
20040189,04LM103,1091541509,bugs,8/18/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4346,,
20040190,04LM103,1091541509,bugs,8/24/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4347,,
20040191,04LM104,1088562513,bugs,8/18/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4348,,
20040192,04LM104,1088562513,bugs,9/21/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4349,,
20040193,04LM105,-1992443680,bugs,8/17/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4350,,
20040194,04LM106,1094657315,bugs,8/31/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4351,,
20040195,04LM107,-1825948445,bugs,8/24/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4352,,
20040196,04LM107,-1825948445,bugs,9/8/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4353,,
20040197,04LM108,1088526030,bugs,8/24/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4354,,
20040198,04LM108,1088526030,bugs,9/8/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4355,,
20040199,04LM110,1092231653,bugs,8/24/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4356,,
20040200,04LM111,1088459911,bugs,8/24/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4357,,
20040201,04LM112,1072539136,bugs,8/25/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,8/4/2005,4358,,
20040202,04LM113,1671968770,bugs,8/23/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4359,,
20040203,04LM114,493069403,bugs,8/25/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4360,,
20040204,04LM114,493069403,bugs,9/8/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4361,,
20040205,04LM115,1072311809,bugs,8/25/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4362,,
20040206,04LM116,1092318473,bugs,8/25/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4363,,
20040207,04LM117,1092923680,bugs,8/25/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4364,,
20040208,04LM118,1093951075,bugs,8/18/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4365,,
20040209,04LM119,1088478066,bugs,8/25/2004,2004,,MPCA,biocriteria,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4366,,
20040210,04LM120,1088655392,bugs,9/3/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,"changed from class 5 to 6 on 3/14/13, decision made during assessment process",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4367,,
20040211,04LM121,-992163314,bugs,8/17/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,8/4/2005,4368,,
20040212,04LM123,666318572,bugs,8/16/2004,2004,,MPCA,biocriteria,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4369,,
20040213,04LM124,1091660602,bugs,8/16/2004,2004,,MPCA,biocriteria,,,,,,,,OC,,Channel condition updated on 12/18/13 by BJL/SN/EA to agree with AWC.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4370,,
20040214,04LM125,1094011198,bugs,8/19/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4371,,
20040215,04LM126,2107975418,bugs,8/17/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4372,,
20040216,04LM127,1600720312,bugs,8/17/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4373,,
20040217,04LM128,409504422,bugs,8/16/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4374,,
20040218,04LM129,714099012,bugs,8/23/2004,2004,,MPCA,biocriteria,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4375,,
20040219,04LM130,1176180227,bugs,8/23/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4376,,
20040220,04LM130,1176180227,bugs,9/8/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4377,,
20040221,04LM131,-655422507,bugs,9/3/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4378,,
20040222,04LM132,1092771717,bugs,8/30/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4379,,
20040223,04LM133,1089301674,bugs,8/16/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4380,,
20040224,04LM135,-619275982,bugs,8/18/2004,2004,,MPCA,biocriteria,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,8/4/2005,4381,,
20040225,04LM136,-1880046187,bugs,8/18/2004,2004,,MPCA,biocriteria,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,8/4/2005,4382,,
20040226,04LM137,1093924561,bugs,8/24/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4383,,
20040227,04LM138,1840761956,bugs,8/24/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4384,,
20040228,04LM138,1840761956,bugs,9/21/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4385,,
20040229,04LM139,1088618876,bugs,9/2/2004,2004,,MPCA,biocriteria,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4386,,
20040230,04LM140,351134410,bugs,8/25/2004,2004,,MPCA,biocriteria,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4387,,
20040231,04LM141,-919453992,bugs,8/17/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4388,,
20040232,04LM142,4922361,bugs,8/25/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4389,,
20040233,04LM143,1091628029,bugs,9/2/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,"site may be wetland influenced. During assessment, decided to not assess using stream indicators, but try to use wetland montoring instead.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4390,,
20040234,04LM144,-784390449,bugs,8/17/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4391,,
20040235,04LM144,-784390449,bugs,9/7/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4392,,
20040236,04LM200,1088706778,bugs,8/18/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4393,,
20040268,04MN004,2060452135,bugs,10/5/2004,2004,,MPCA,stressor ID,,,,,,,,,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4425,,
20040269,96SC054,1638,bugs,10/5/2004,2004,,MPCA,methods comparison,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4426,,
20040270,04MN003,2060452134,bugs,10/5/2004,2004,,MPCA,stressor ID,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4427,,
20040271,04MN006,2060452141,bugs,9/7/2004,2004,,MPCA,methods comparison,,,6712,,,,,OC,,ChanCon by GIS,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4428,,
20040272,04SC011,2060452147,bugs,10/5/2004,2004,,MPCA,methods comparison,,,6713,,,,,OC,,ChanCon by GIS,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4429,,
20040273,04UM013,2060452148,bugs,10/5/2004,2004,,MPCA,methods comparison,,,6714,,,,,NA,,ChanCon by GIS,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4430,,
20040276,04LM145,2060452139,bugs,8/24/2004,2004,,MPCA,biocriteria,,,,,,,,,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4433,,
20040277,04UM012,2060452142,bugs,9/7/2004,2004,,MPCA,methods comparison,,,6717,,,,,OC,,ChanCon by GIS,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4434,,
20040278,04UM011,2060452137,bugs,9/2/2004,2004,,MPCA,methods comparison,,,6718,,,,,NA,,ChanCon by GIS,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4435,,
20040279,04DM046,2060452143,bugs,8/30/2004,2004,,MPCA,methods comparison,,,6719,,,,,NA,,ChanCon by GIS,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4436,,
20040281,04MN005,2060452140,bugs,9/9/2004,2004,,MPCA,methods comparison,,,6721,,,,,NA,,ChanCon by GIS,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4438,,
20040284,00UM007,3167,bugs,9/16/2004,2004,,MPCA,methods comparison,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4441,,
20040286,04LM094,-1855618111,bugs,9/21/2004,2004,,MPCA,biocriteria,,,,,,,,OC,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,9/13/2005,4443,,
20040287,04LM126,2107975418,fish,6/30/2004,2004,150,MPCA,biocriteria,,,2802,,1/0/1900,,11.5,NA,,YSI = 9.5,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,66,,,8/3/2004,27530927,,
20040288,04LM051,1091573700,fish,8/3/2004,2004,158,MPCA,EMAP,,,2735,,1/0/1900,,11.5,NA,,YSI = 6.0,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,48.40000153,,,8/3/2004,36586869,,
20040289,04LM068,1897579583,fish,8/10/2004,2004,208,MPCA,EMAP,,,2747,,1/0/1900,,16,NA,,YSI = 14.3.  Transects 3 and 11 missing buffer and erosion info; transect 13 missing right-hand land use for 30 -100 m.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,84.69999695,,,8/10/2004,46471444,,
20040290,04LM089,1092753978,fish,8/17/2004,2004,184,MPCA,biocriteria,,,2766,,1/0/1900,,16,NA,,"YSI = 10.3  Upstream was blocked by fallen old bridge/debris, so site was shortened and only 12 transects were measured.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,77.5,,,8/17/2004,51296307,,
